,vhigh,vhigh.1,2,2.1,small,low,unacc
1447,low,high,3,,big,high,vgood
1448,low,high,,,small,low,unacc
1449,low,high,3,more,,med,acc
1450,low,high,3,more,small,high,acc
1451,low,high,3,more,,low,unacc
1452,low,high,3,more,med,med,acc
1453,low,high,3,,med,high,vgood
1454,low,,3,,big,low,unacc
1455,low,high,3,more,big,med,acc
1456,low,,,more,,high,vgood
1457,,,4,2,,low,unacc
1458,low,,4,2,small,med,unacc
1459,low,high,4,2,small,,unacc
1460,low,high,4,2,med,low,unacc
1461,low,high,4,2,med,med,unacc
1462,low,high,4,2,med,high,unacc
1463,low,high,4,2,big,low,unacc
1464,low,high,4,2,big,med,unacc
1465,,high,4,,big,high,unacc
1466,low,high,4,4,,low,unacc
1467,low,high,4,4,small,med,acc
1468,low,high,4,4,small,high,acc
1469,,,4,4,med,low,unacc
1470,low,high,4,4,med,med,acc
1471,low,high,4,,med,high,vgood
1472,low,high,4,4,big,low,unacc
1473,low,high,4,,big,med,acc
1474,low,,4,4,big,high,vgood
1475,low,high,4,more,small,low,unacc
1476,low,,,more,small,med,acc
1477,low,high,4,more,small,high,acc
1478,low,high,4,more,med,low,unacc
1479,low,high,4,more,med,,acc
1480,low,high,,more,med,high,vgood
1481,low,high,4,more,big,,unacc
1482,low,,4,more,big,med,acc
1483,low,high,4,more,big,high,vgood
1484,,high,5more,2,small,,unacc
1485,low,,5more,2,small,med,unacc
1486,low,high,5more,,small,high,unacc
1487,low,high,5more,2,med,low,unacc
1488,low,,5more,2,med,,unacc
1489,low,high,5more,2,med,high,unacc
1490,low,,5more,2,big,,unacc
1491,low,high,5more,2,big,med,unacc
1492,low,high,5more,,,high,unacc
1493,low,high,5more,4,small,low,unacc
1494,low,high,5more,4,small,med,acc
1495,low,high,5more,,small,high,acc
1496,low,high,5more,4,med,low,unacc
1497,low,high,5more,4,med,med,acc
1498,low,,5more,4,med,high,vgood
1499,low,high,,4,big,low,unacc
1500,,high,5more,4,big,med,acc
1501,low,high,5more,,big,high,vgood
1502,low,high,5more,more,,low,unacc
1503,low,high,5more,more,small,,acc
1504,low,high,5more,more,small,,acc
1505,low,high,5more,more,med,low,unacc
1506,low,high,5more,more,med,med,acc
1507,low,high,,more,med,high,vgood
1508,low,high,5more,more,big,low,unacc
1509,low,high,5more,more,big,med,acc
1510,low,high,5more,,big,,vgood
1511,low,med,2,2,small,low,unacc
1512,low,med,2,2,,med,unacc
1513,low,med,2,2,small,high,unacc
1514,low,med,2,2,med,low,unacc
1515,low,med,,2,med,med,unacc
1516,,med,2,2,med,high,unacc
1517,low,med,2,,big,,unacc
1518,low,med,2,,big,med,unacc
1519,low,med,2,2,big,high,unacc
1520,,med,2,4,small,low,unacc
1521,low,med,2,4,small,med,acc
1522,,med,2,,small,high,good
1523,low,med,2,4,med,low,unacc
1524,low,,,4,med,med,acc
1525,low,med,2,4,,high,good
1526,low,med,,4,big,low,unacc
1527,low,med,2,4,big,med,good
1528,low,med,2,4,big,high,vgood
1529,low,med,2,more,,low,unacc
1530,low,med,2,more,small,med,unacc
1531,low,med,2,more,small,high,unacc
1532,low,,2,more,,low,unacc
1533,low,med,2,more,med,med,acc
1534,low,med,2,more,med,high,good
1535,low,med,2,more,big,low,unacc
1536,low,med,2,,big,med,good
1537,low,med,2,more,big,high,vgood
1538,low,med,3,2,small,,unacc
1539,low,med,3,2,small,med,unacc
1540,,med,,2,small,high,unacc
1541,low,med,3,,med,low,unacc
1542,low,med,3,2,med,med,unacc
1543,low,med,3,2,med,high,unacc
1544,low,,3,2,big,low,unacc
1545,low,med,3,2,big,med,unacc
1546,low,med,3,2,big,high,unacc
1547,,med,3,,small,low,unacc
1548,low,,3,4,small,med,acc
1549,low,med,3,4,small,high,good
1550,low,med,3,4,med,,unacc
1551,low,med,3,,med,med,acc
1552,,med,3,4,med,high,good
1553,low,med,3,4,big,,unacc
1554,low,med,3,4,big,med,good
1555,,med,,4,,high,vgood
1556,low,med,3,more,small,low,unacc
1557,low,med,3,more,small,med,acc
1558,low,med,3,more,small,high,good
1559,low,med,3,more,med,low,unacc
1560,low,med,3,more,med,,good
1561,low,med,3,more,med,,vgood
1562,low,med,3,more,big,,unacc
1563,low,med,3,more,big,med,good
1564,low,med,3,more,,high,vgood
1565,low,med,4,2,small,low,unacc
1566,low,med,4,2,,med,unacc
1567,low,med,4,2,small,high,unacc
1568,low,med,4,2,med,,unacc
1569,low,med,4,2,med,med,unacc
1570,low,med,,,med,high,unacc
1571,low,,,2,big,low,unacc
1572,low,med,4,2,big,med,unacc
1573,,,4,2,big,high,unacc
1574,low,med,4,4,small,low,unacc
1575,low,med,4,4,small,med,acc
1576,low,med,4,4,small,high,good
1577,low,med,4,4,med,low,unacc
1578,,med,4,4,med,med,good
1579,low,med,4,4,med,,vgood
1580,low,med,4,4,,low,unacc
1581,low,med,4,4,big,med,good
1582,low,med,4,4,big,high,vgood
1583,low,med,4,more,small,low,unacc
1584,low,med,4,more,small,med,acc
1585,low,med,,more,small,high,good
1586,low,med,4,more,med,low,unacc
1587,low,med,4,more,,med,good
1588,low,med,4,more,med,high,vgood
1589,low,med,4,more,big,low,unacc
1590,low,med,4,more,big,med,good
1591,low,med,4,more,big,,vgood
1592,low,med,,2,small,low,unacc
1593,low,,5more,2,small,med,unacc
1594,low,med,5more,2,,high,unacc
1595,low,med,,2,med,low,unacc
1596,low,med,,2,med,,unacc
1597,low,med,5more,2,med,high,unacc
1598,low,med,5more,2,big,,unacc
1599,low,med,5more,2,,med,unacc
1600,low,med,5more,2,big,high,unacc
1601,low,med,,4,small,low,unacc
1602,low,med,5more,,small,med,acc
1603,low,med,5more,4,small,high,good
1604,low,med,5more,4,med,low,unacc
1605,,med,5more,,med,,good
1606,,med,5more,,med,,vgood
1607,low,med,5more,4,big,low,unacc
1608,low,med,5more,4,big,med,good
1609,low,med,5more,4,big,high,vgood
1610,low,med,5more,more,small,low,unacc
1611,low,med,5more,more,small,med,acc
1612,low,med,5more,more,small,high,good
1613,low,med,5more,more,med,low,unacc
1614,,med,5more,more,med,med,good
1615,low,med,5more,more,med,high,vgood
1616,,med,5more,more,big,low,unacc
1617,low,med,5more,more,big,med,good
1618,low,med,5more,more,big,high,vgood
1619,low,low,2,2,small,low,unacc
1620,low,low,2,,small,med,unacc
1621,low,low,2,2,small,high,unacc
1622,,low,2,2,med,low,unacc
1623,low,low,2,2,med,med,unacc
1624,low,low,2,2,med,high,unacc
1625,,low,2,2,big,low,unacc
1626,low,low,2,2,big,med,unacc
1627,low,low,2,2,big,,unacc
1628,low,low,,4,small,low,unacc
1629,low,low,2,4,small,med,acc
1630,low,low,,4,small,high,good
1631,low,low,2,4,med,low,unacc
1632,low,low,2,4,,,acc
1633,low,low,2,,med,high,good
1634,low,low,2,4,,low,unacc
1635,low,low,2,4,big,,good
1636,low,low,,4,big,,vgood
1637,low,,2,,small,low,unacc
1638,low,low,2,more,small,med,unacc
1639,low,low,2,more,small,high,unacc
1640,,low,2,more,med,low,unacc
1641,low,low,2,more,med,med,acc
1642,low,low,2,more,med,high,good
1643,,low,2,more,big,low,unacc
1644,low,low,2,more,big,med,good
1645,low,,2,more,big,,vgood
1646,low,low,3,2,small,low,unacc
1647,low,low,,2,small,med,unacc
1648,low,low,3,2,,high,unacc
1649,low,low,,2,med,low,unacc
1650,low,low,3,,med,med,unacc
1651,low,low,3,2,med,high,unacc
1652,low,low,3,2,big,low,unacc
1653,low,low,3,2,big,med,unacc
1654,low,low,3,2,big,high,unacc
1655,low,low,3,4,small,low,unacc
1656,low,low,3,4,small,med,acc
1657,low,low,3,4,small,,good
1658,,low,3,4,,low,unacc
1659,low,low,3,4,med,med,acc
1660,low,,3,4,,high,good
1661,low,low,3,4,big,,unacc
1662,low,low,3,4,big,med,good
1663,,low,3,4,big,high,vgood
1664,low,,3,,small,low,unacc
1665,,low,3,more,small,med,acc
1666,low,low,3,more,small,high,good
1667,low,low,3,more,med,low,unacc
1668,low,low,3,,med,med,good
1669,low,low,3,more,med,high,vgood
1670,low,low,,more,big,low,unacc
1671,low,low,3,more,big,,good
1672,low,low,3,,big,high,vgood
1673,low,low,4,2,small,low,unacc
1674,low,low,4,2,,med,unacc
1675,low,low,4,2,small,high,unacc
1676,low,low,4,2,med,low,unacc
1677,low,low,4,2,med,,unacc
1678,low,low,4,2,,high,unacc
1679,low,low,4,2,big,low,unacc
1680,low,low,4,2,big,med,unacc
1681,low,,4,2,big,high,unacc
1682,low,low,4,4,small,low,unacc
1683,low,,,4,small,med,acc
1684,low,low,,4,small,high,good
1685,low,low,4,4,med,low,unacc
1686,low,low,4,4,med,med,good
1687,low,low,4,4,med,high,vgood
1688,low,,4,4,big,low,unacc
1689,low,,4,4,big,med,good
1690,low,low,,4,big,high,vgood
1691,low,low,4,more,,low,unacc
1692,,low,4,more,small,med,acc
1693,low,low,4,more,small,high,good
1694,low,low,4,more,med,,unacc
1695,low,low,4,more,med,med,good
1696,,low,,more,med,high,vgood
1697,low,low,4,more,big,low,unacc
1698,low,low,4,more,big,med,good
1699,low,,4,more,big,high,vgood
1700,low,low,5more,2,small,low,unacc
1701,low,low,,2,small,med,unacc
1702,low,low,5more,2,small,high,unacc
1703,low,low,5more,2,med,low,unacc
1704,low,low,,2,med,med,unacc
1705,low,low,5more,2,med,high,unacc
1706,low,low,5more,2,big,low,unacc
1707,low,low,5more,2,big,med,unacc
1708,low,low,5more,2,big,,unacc
1709,low,,5more,4,small,low,unacc
1710,low,low,5more,4,small,med,acc
1711,low,low,5more,4,small,,good
1712,low,low,5more,4,med,low,unacc
1713,,low,5more,4,med,med,good
1714,low,low,5more,4,med,high,vgood
1715,low,low,5more,4,big,low,unacc
1716,low,low,5more,4,big,med,good
1717,low,low,5more,4,big,high,vgood
1718,low,low,5more,more,small,,unacc
1719,low,low,5more,more,small,med,acc
1720,low,low,5more,more,small,high,good
1721,low,low,5more,more,med,low,unacc
1722,,low,5more,more,med,med,good
1723,low,low,5more,more,,high,vgood
1724,low,low,5more,more,big,low,unacc
1725,low,,5more,more,big,,good
1726,low,low,5more,more,big,high,vgood
